"#ethane_angleplus_drproject_C1-C2.txt"
"dr.e1","dr.e2","dr.e3","moddr"
0.0004588938445450606,-1.231649472187823e-05,7.15714385666956e-06,0.00045911489
0.0004569596871320145,-1.2130231061857067e-05,2.1306505345036368e-05,0.00045793661
0.0004546833493258059,-1.2026961886784238e-05,3.548409348484694e-05,0.00045713445
0.00045180228336354233,-1.1930407121168339e-05,4.968896937899343e-05,0.00045531241
0.0004481374062525869,-1.173933395698567e-05,6.392884505397145e-05,0.00045356808
0.00044353170601828777,-1.1330037059833656e-05,7.808631848740451e-05,0.00045203669
0.0004379384916258018,-1.0782583711843347e-05,9.217065981822685e-05,0.00044853002
0.00043140029683793875,-1.0075096574265104e-05,0.00010610118856629533,0.00044519532
0.0004240661967751229,-9.190254873983694e-06,0.00011994554177220959,0.00044103968
0.00041599179367855815,-7.987584362976241e-06,0.00013358503853868863,0.00043821937
0.0004071235611756057,-6.491658207661362e-06,0.00014711460052580815,0.00043391261
0.0003974657047962987,-4.727715263387848e-06,0.00016042697190759948,0.00042893015
0.00038695787415034586,-2.7597183674265063e-06,0.0001735694165013584,0.00042548199
0.0003757069524089666,-4.995500633130009e-07,0.00018638145656386444,0.0004199987
0.00036358515222423906,2.1218410182551976e-06,0.00019897798471478164,0.0004154261
0.00035071235347804993,5.210475164821664e-06,0.00021131215115167704,0.00041005554
0.000337039310921012,8.754701038994436e-06,0.00022342058066785755,0.00040547223
0.00032273166230137513,1.2758207270522313e-05,0.00023512709891016894,0.00040004178
0.0003077578205509808,1.7145994976375537e-05,0.00024640218827863856,0.00039549093
0.00029220482505397,2.1916893330361285e-05,0.0002571877382761141,0.00039076889
0.0002760757907960729,2.7098683789855772e-05,0.00026756741022492095,0.00038569419
0.0002594105132134369,3.2795716512931554e-05,0.00027755378687964265,0.00038195138
0.00024219168361317063,3.905621679010262e-05,0.00028712743522331494,0.00037830813
0.00022442275890876886,4.5887118712524284e-05,0.00029614210841911884,0.00037540497
0.00020618723928740937,5.321916161731079e-05,0.0003044771929478285,0.00037260386
0.00018758985352319043,6.104068699778185e-05,0.0003121551709892644,0.00036918099
0.0001687165644139363,6.934381144776897e-05,0.0003192185286879177,0.00036820053
0.00014955541902578748,7.81673954036025e-05,0.00032566728660328475,0.00036774781
0.00013012478604011257,8.751399647374525e-05,0.0003313793900289448,0.00036732781
0.00011045607844839757,9.735279238391735e-05,0.0003362790343250763,0.00036779685
9.061628173857606e-05,0.00010771525399552545,0.00034037000266129517,0.00036865833
7.06319158499807e-05,0.00011860294179588314,0.0003436229699396469,0.00037126344
5.0557764328511483e-05,0.0001300499315710763,0.00034600498062754506,0.00037352478
3.0517218603390648e-05,0.00014194999337030585,0.0003473743650630391,0.00037766609
1.0567025376385825e-05,0.00015423229633906475,0.0003477363474829646,0.00038137817
-9.197789733170327e-06,0.00016683289934988995,0.00034704667474144755,0.0003857411
-2.884887733117767e-05,0.00017978910237676448,0.0003453799873246364,0.00039095836
-4.825731147305559e-05,0.00019309841652290956,0.0003426108619998984,0.00039774054
-6.746167433790664e-05,0.00020674481323188095,0.00033872036106319484,0.00040275386
-8.623512826081335e-05,0.00022055863110928496,0.00033358834141795327,0.00041079826
-0.00010453383105724517,0.00023447551631992943,0.0003273106541023974,0.00041689048
-0.00012220095179758312,0.0002483719878788959,0.0003198791346399304,0.00042402972
-0.00013930883974715643,0.00026234045242966823,0.0003113377759103514,0.00043082071
-0.0001558641235399075,0.0002762753597746852,0.0003015523915114646,0.00043930032
-0.00017181139756116074,0.0002901704258150117,0.0002905199071192269,0.00044641909
-0.00018705059000268402,0.0003038307669815418,0.00027821396274745747,0.00045357846
-0.00020146849378622277,0.0003172095958627837,0.0002648066199220703,0.00046061656
-0.00021507713696258641,0.0003302006044140736,0.00025025271135717555,0.00046878477
-0.00022787749542664136,0.0003428220026840375,0.00023468339914331073,0.00047454476
-0.00023993812354388127,0.0003550217465354943,0.00021803844949191682,0.00048175279
-0.00025125162335525573,0.0003667379636288121,0.0002004744278244735,0.00048902598
-0.0002617455814365966,0.00037784184061772074,0.00018191902504269484,0.00049605184
-0.0002713084112612787,0.00038825170372805765,0.00016248881717789606,0.00050183644
-0.0002798375355229549,0.00039788173416377735,0.0001422546085221159,0.00050837247
-0.00028735839294929846,0.00040666388043854974,0.00012138833946326418,0.00051399035
-0.00029384312299761086,0.00041456397528323976,9.991711890347059e-05,0.00051925205
-0.0002993573883997407,0.00042156478084547875,7.790070134093046e-05,0.00052408951
-0.0003038833653522069,0.00042762020110527553,5.5460316411434286e-05,0.00052906714
-0.00030746688174390597,0.0004325937371413404,3.2814066400988245e-05,0.00053325716
-0.0003100567454792556,0.0004364357203335318,1.0110692978185243e-05,0.00053708332
-0.00031165888554645407,0.0004391215704761791,-1.2596334306514755e-05,0.00054021257
-0.0003122725487390689,0.00044075907126487636,-3.5312000201395165e-05,0.00054210587
-0.00031197455328478086,0.0004412518200169679,-5.797488395149677e-05,0.00054551951
-0.00031071062652155454,0.00044066864475320847,-8.043146817497409e-05,0.00054663858
-0.0003085719017524914,0.0004388978481946074,-0.00010242018231713013,0.00054770793
-0.00030550292220197297,0.0004360769909577074,-0.00012379411314217487,0.00054790867
-0.0003016439855094701,0.0004320912251998609,-0.00014449222489356498,0.00054809842
-0.0002969058672225688,0.00042701718655171924,-0.0001645764160427886,0.00054724131
-0.00029140556481096336,0.0004208565285204911,-0.00018397218247540135,0.00054507878
-0.00028520383650463063,0.0004137278062203021,-0.00020256912873641456,0.0005431381
-0.0002784133498285406,0.0004057235443713518,-0.0002202417828612377,0.000540437
-0.0002710795635305124,0.0003968404855345064,-0.00023692828631475358,0.00053719856
-0.0002631121821647377,0.0003871408758020888,-0.0002525656317342859,0.00053325119
-0.0002545572479807499,0.00037656488638924127,-0.00026708925125940356,0.00052894997
-0.0002453890960906006,0.00036518438111159574,-0.00028045896571700694,0.00052313708
-0.00023577797773974936,0.0003530340924742707,-0.00029270185040143897,0.0005166119
-0.0002257775792993802,0.00034021921236336697,-0.00030378384642110423,0.00051042175
-0.00021548275466419165,0.0003268103380841536,-0.0003137146248732084,0.00050253439
-0.00020489594108758047,0.0003128092971474956,-0.0003223791568789933,0.00049559079
-0.00019402853202372546,0.00029828454439691975,-0.0003298147508635886,0.0004860558
-0.00018292735856182185,0.0002832675044261209,-0.00033596817145144833,0.0004772626
-0.00017159430393954382,0.0002678277871112805,-0.0003409700733624802,0.00046745486
-0.0001601594879985888,0.000252004978395505,-0.0003448500808158586,0.00045706602
-0.00014868435756326055,0.00023583507514724953,-0.0003476947474166736,0.00044666446
-0.00013730547619149262,0.0002194278882534442,-0.0003494988365597219,0.00043538938
-0.00012596891208782983,0.00020280017466327803,-0.0003502273434395192,0.00042545046
-0.00011471909514233621,0.0001860339331983488,-0.00034990550318312637,0.00041315449
-0.0001036023846041047,0.00016915216927676076,-0.0003485137725319221,0.00040191861
-9.274319164516193e-05,0.0001522458368586786,-0.00034620026050275095,0.00038991209
-8.215280408966465e-05,0.000135366181962127,-0.00034297030973624957,0.00037855568
-7.181499084620025e-05,0.00011849094054301776,-0.0003389431473462726,0.00036661728
-6.173209907866537e-05,0.00010164574606874371,-0.0003340416532505257,0.00035585763
-5.200975057796349e-05,8.480414035400756e-05,-0.00032833691664440923,0.00034344505
-4.268095967947258e-05,6.802791036879497e-05,-0.0003218251100499998,0.00033211266
-3.3735482201804814e-05,5.135915557311283e-05,-0.00031461317299748417,0.00032158359
-2.5119396462931974e-05,3.483602493008042e-05,-0.00030673209707716666,0.0003100555
-1.6859985705084134e-05,1.853226563043694e-05,-0.00029825942520116236,0.00029961028
-9.066585903709012e-06,2.367608018187362e-06,-0.00028922880505155574,0.00029034475
-1.7623699837894147e-06,-1.3592504206058869e-05,-0.0002796809242824512,0.0002800012
4.977420209583627e-06,-2.93864441069144e-05,-0.00026960266816923297,0.00027205294
1.1245867342368581e-05,-4.487035012424969e-05,-0.0002589988877030836,0.00026410683
1.6984579211711388e-05,-6.004060493766379e-05,-0.00024793446451918966,0.00025545524
2.2259682770583904e-05,-7.485478237397437e-05,-0.00023645790539842778,0.00024976449
2.6924233318578804e-05,-8.93420759738694e-05,-0.00022462977964235944,0.00024391181
3.098588733593914e-05,-0.00010351149264555145,-0.00021241575443989202,0.00023874509
3.439350467104835e-05,-0.00011736817535639293,-0.00019988168023101418,0.00023485676
3.724006943282523e-05,-0.00013085081294783598,-0.00018703496784811379,0.00023169635
3.9524379176096544e-05,-0.00014390432586851708,-0.00017398435726510145,0.00022976136
4.125191636575476e-05,-0.00015645725985445863,-0.00016064454123956363,0.00022929705
4.2398591903264564e-05,-0.00016861022816538838,-0.00014713313108775177,0.00022708379
4.2956441902251425e-05,-0.000180352128126565,-0.00013333283412738,0.00022984805
4.2923292280048894e-05,-0.00019176328445545706,-0.00011940799664391908,0.0002299624
4.2333282328275514e-05,-0.0002027322655622422,-0.00010522192241748823,0.00023317738
4.123004468338247e-05,-0.00021328265829807596,-9.097090162206709e-05,0.00023574129
3.965862834019642e-05,-0.0002232884090103395,-7.664846837738454e-05,0.00024023124
3.7554865365806526e-05,-0.0002327341852019196,-6.234592643141224e-05,0.00024452669
3.488829703982713e-05,-0.00024158065985976668,-4.797596844003581e-05,0.00024930806
3.1665017985126215e-05,-0.000249876983961716,-3.3454105060535245e-05,0.00025485689
2.7997284021211206e-05,-0.0002576412266543585,-1.8894531385211938e-05,0.00026018239
2.3929294550298927e-05,-0.0002648794841463386,-4.297376585597244e-06,0.00026668853
1.943523141823651e-05,-0.00027159290636341414,1.0223002624145808e-05,0.00027311589
1.448624027038807e-05,-0.0002778162369876877,2.4794474843012902e-05,0.00027942299
9.136748580157385e-06,-0.00028351883038261474,3.9339850724088984e-05,0.00028727789
3.4660798610058774e-06,-0.0002886601817742322,5.385135218403098e-05,0.00029419867
-2.4689110723179915e-06,-0.0002931752595460872,6.824338682433628e-05,0.00030173869
-8.702591922310341e-06,-0.000297054397444735,8.248104213247767e-05,0.00030920612
-1.5213690373324932e-05,-0.000300302163704884,9.65730852914607e-05,0.00031592903
-2.203239915759849e-05,-0.00030288432380368694,0.00011049022254667284,0.00032446093
-2.9061174961080293e-05,-0.0003048074095883118,0.0001242739021374958,0.00033100946
-3.629338976385642e-05,-0.0003061005239829993,0.00013788872195797283,0.00033775159
-4.359759690943809e-05,-0.0003067984028107507,0.00015138377834411577,0.00034590979
-5.1040420259285996e-05,-0.00030692999784694987,0.00016466989365079151,0.00035253092
-5.853112638181119e-05,-0.0003064326530942168,0.00017774402963317368,0.00035957915
-6.613117323492186e-05,-0.00030526400525580233,0.00019051240022920437,0.00036685168
-7.368192532524945e-05,-0.00030336280978171055,0.00020300160500405276,0.00037325373
-8.127839305750515e-05,-0.00030076135754696564,0.00021518642233527238,0.0003791951
